,Intensity count,Intensity Probability,Cumulative sum of Probabilities,Multiply,Floor
53,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0
114,1.0,1.4298133235724744e-06,0.00036460239751098095,0.00036460239751098095,0.0
115,1.0,1.4298133235724744e-06,0.0007292047950219619,0.0007292047950219619,0.0
116,12.0,1.7157759882869693e-05,0.005104433565153734,0.005104433565153734,0.0
117,19.0,2.7166453147877014e-05,0.012031879117862371,0.012031879117862371,0.0
118,49.0,7.006085285505125e-05,0.02989739659590044,0.02989739659590044,0.0
119,93.0,0.00013297263909224012,0.06380541956442166,0.06380541956442166,0.0
120,220.0,0.00031455893118594437,0.14401794701683748,0.14401794701683748,0.0
121,488.0,0.0006977489019033675,0.3219439170021962,0.3219439170021962,0.0
122,1061.0,0.0015170319363103954,0.708787060761347,0.708787060761347,0.0
123,1747.0,0.0024978838762811126,1.3457474492130308,1.3457474492130308,1.0
124,2160.0,0.0030883967789165447,2.1332886278367496,2.1332886278367496,2.0
125,2718.0,0.003886232613469985,3.1242779442715958,3.1242779442715958,3.0
126,3259.0,0.004659761621522694,4.312517157759883,4.312517157759883,4.0
127,4039.0,0.005775016013909224,5.785146241306736,5.785146241306736,5.0
128,5108.0,0.007303486456808199,7.647535287792826,7.647535287792826,7.0
129,6395.0,0.009143656204245974,9.97916761987555,9.97916761987555,9.0
130,8463.0,0.012100510157393852,13.064797710010982,13.064797710010982,13.0
131,10610.0,0.015170319363103953,16.93322914760249,16.93322914760249,16.0
132,13530.0,0.01934537426793558,21.86629958592606,21.86629958592606,21.0
133,16115.0,0.023041441709370426,27.74186722181552,27.74186722181552,27.0
134,19125.0,0.027345179813323572,34.71488807421303,34.71488807421303,34.0
135,22186.0,0.03172183839677892,42.803956865391655,42.803956865391655,42.0
136,25696.0,0.0367404831625183,52.17278007183382,52.17278007183382,52.0
137,28701.0,0.041037072199853586,62.63723348279649,62.63723348279649,62.0
138,28324.0,0.040498032576866766,72.96423178989751,72.96423178989751,72.0
139,25759.0,0.03683056140190337,82.35602494738288,82.35602494738288,82.0
140,24369.0,0.034843120882137625,91.24102077232797,91.24102077232797,91.0
141,23578.0,0.0337121385431918,99.83761610084188,99.83761610084188,99.0
142,21775.0,0.03113418512079063,107.7768333066435,107.7768333066435,107.0
143,20385.0,0.029146744601024892,115.20925317990485,115.20925317990485,115.0
144,19839.0,0.02836606652635432,122.44260014412521,122.44260014412521,122.0
145,19781.0,0.028283137353587114,129.65480016928993,129.65480016928993,129.0
146,19445.0,0.027802720076866766,136.74449378889094,136.74449378889094,136.0
147,18856.0,0.026960560029282578,143.619436596358,143.619436596358,143.0
148,18457.0,0.02639006451317716,150.3489030472182,150.3489030472182,150.0
149,17906.0,0.025602237371888725,156.8774735770498,156.8774735770498,156.0
150,17917.0,0.025617965318448024,163.41005473325407,163.41005473325407,163.0
151,17806.0,0.02545925603953148,169.9021650233346,169.9021650233346,169.0
152,18485.0,0.02643009928623719,176.64184034132506,176.64184034132506,176.0
153,17680.0,0.025279099560761346,183.08801072931922,183.08801072931922,183.0
154,15799.0,0.022589620699121522,188.8483640075952,188.8483640075952,188.0
155,14163.0,0.020250446101756955,194.01222776354322,194.01222776354322,194.0
156,12812.0,0.01831876830161054,198.6835136804539,198.6835136804539,198.0
157,11576.0,0.016551519033674963,202.904151034041,202.904151034041,202.0
158,10751.0,0.015371923041727673,206.82399140968155,206.82399140968155,206.0
159,9899.0,0.014153722090043924,210.43319054264276,210.43319054264276,210.0
160,9380.0,0.013411648975109809,213.85316103129577,213.85316103129577,213.0
161,8863.0,0.01267243548682284,217.0846320804356,217.0846320804356,217.0
162,8399.0,0.012009002104685213,220.14692761713033,220.14692761713033,220.0
163,7404.0,0.0105863378477306,222.84644376830164,222.84644376830164,222.0
164,6403.0,0.009155094710834553,225.18099291956443,225.18099291956443,225.0
165,5911.0,0.008451626555636896,227.33615769125186,227.33615769125186,227.0
166,5591.0,0.007994086292093704,229.37464969573574,229.37464969573574,229.0
167,5150.0,0.007363538616398243,231.25235204291732,231.25235204291732,231.0
168,4610.0,0.006591439421669107,232.93316909544293,232.93316909544293,232.0
169,4320.0,0.0061767935578330895,234.50825145269036,234.50825145269036,234.0
170,3860.0,0.005519079428989751,235.91561670708273,235.91561670708273,235.0
171,3616.0,0.0051702049780380675,237.23401897648247,237.23401897648247,237.0
172,3430.0,0.004904259699853587,238.48460519994515,238.48460519994515,238.0
173,3063.0,0.004379518210102489,239.6013823435213,239.6013823435213,239.0
174,2649.0,0.0037875754941434844,240.56721409452786,240.56721409452786,240.0
175,2213.0,0.003164176885065886,241.37407920021965,241.37407920021965,241.0
176,2046.0,0.0029253980600292824,242.1200557055271,242.1200557055271,242.0
177,1859.0,0.0026580229685212297,242.79785156250003,242.79785156250003,242.0
178,1692.0,0.0024192441434846266,243.4147588190886,243.4147588190886,243.0
179,1484.0,0.002121842972181552,243.9558287769949,243.9558287769949,243.0
180,1362.0,0.0019474057467057102,244.45241724240486,244.45241724240486,244.0
181,1290.0,0.001844459187408492,244.922754335194,244.922754335194,244.0
182,1153.0,0.001648574762079063,245.34314089952417,245.34314089952417,245.0
183,1232.0,0.0017615300146412885,245.7923310532577,245.7923310532577,245.0
184,1300.0,0.0018587573206442166,246.26631417002199,246.26631417002199,246.0
185,1520.0,0.002173316251830161,246.82050981423868,246.82050981423868,246.0
186,1384.0,0.0019788616398243044,247.32511953239387,247.32511953239387,247.0
187,1527.0,0.0021833249450951683,247.88186739339315,247.88186739339315,247.0
188,1735.0,0.002480726116398243,248.5144525530747,248.5144525530747,248.0
189,1851.0,0.00264658446193265,249.18933159086754,249.18933159086754,249.0
190,1532.0,0.0021904740117130307,249.74790246385436,249.74790246385436,249.0
191,1359.0,0.0019431163067349926,250.24339712207177,250.24339712207177,250.0
192,1414.0,0.0020217560395314788,250.7589449121523,250.7589449121523,250.0
193,1483.0,0.0021204131588579795,251.2996502676611,251.2996502676611,251.0
194,1541.0,0.002203342331625183,251.86150256222552,251.86150256222552,251.0
195,1595.0,0.0022805522510980967,252.44304338625554,252.44304338625554,252.0
196,2369.0,0.003387227763543192,253.30678646595905,253.30678646595905,253.0
197,2810.0,0.004017775439238653,254.3313192029649,254.3313192029649,254.0
198,1143.0,0.0016342766288433381,254.74805974331994,254.74805974331994,254.0
199,420.0,0.0006005215959004393,254.90119275027453,254.90119275027453,254.0
200,128.0,0.00018301610541727673,254.94786185715594,254.94786185715594,254.0
201,56.0,8.006954612005857e-05,254.96827959141655,254.96827959141655,254.0
202,41.0,5.862234626647145e-05,254.98322828971453,254.98322828971453,254.0
203,18.0,2.573663982430454e-05,254.98979113286973,254.98979113286973,254.0
204,10.0,1.4298133235724744e-05,254.99343715684483,254.99343715684483,254.0
205,10.0,1.4298133235724744e-05,254.99708318081994,254.99708318081994,254.0
206,6.0,8.578879941434847e-06,254.999270795205,254.999270795205,254.0
207,1.0,1.4298133235724744e-06,254.99963539760253,254.99963539760253,254.0
208,1.0,1.4298133235724744e-06,255.00000000000006,255.00000000000006,255.0
209,0.0,0.0,255.00000000000006,255.00000000000006,255.0
210,0.0,0.0,255.00000000000006,255.00000000000006,255.0
211,0.0,0.0,255.00000000000006,255.00000000000006,255.0
212,0.0,0.0,255.00000000000006,255.00000000000006,255.0
213,0.0,0.0,255.00000000000006,255.00000000000006,255.0
214,0.0,0.0,255.00000000000006,255.00000000000006,255.0
215,0.0,0.0,255.00000000000006,255.00000000000006,255.0
216,0.0,0.0,255.00000000000006,255.00000000000006,255.0
217,0.0,0.0,255.00000000000006,255.00000000000006,255.0
218,0.0,0.0,255.00000000000006,255.00000000000006,255.0
219,0.0,0.0,255.00000000000006,255.00000000000006,255.0
220,0.0,0.0,255.00000000000006,255.00000000000006,255.0
221,0.0,0.0,255.00000000000006,255.00000000000006,255.0
222,0.0,0.0,255.00000000000006,255.00000000000006,255.0
223,0.0,0.0,255.00000000000006,255.00000000000006,255.0
224,0.0,0.0,255.00000000000006,255.00000000000006,255.0
225,0.0,0.0,255.00000000000006,255.00000000000006,255.0
226,0.0,0.0,255.00000000000006,255.00000000000006,255.0
227,0.0,0.0,255.00000000000006,255.00000000000006,255.0
228,0.0,0.0,255.00000000000006,255.00000000000006,255.0
229,0.0,0.0,255.00000000000006,255.00000000000006,255.0
230,0.0,0.0,255.00000000000006,255.00000000000006,255.0
231,0.0,0.0,255.00000000000006,255.00000000000006,255.0
232,0.0,0.0,255.00000000000006,255.00000000000006,255.0
233,0.0,0.0,255.00000000000006,255.00000000000006,255.0
234,0.0,0.0,255.00000000000006,255.00000000000006,255.0
235,0.0,0.0,255.00000000000006,255.00000000000006,255.0
236,0.0,0.0,255.00000000000006,255.00000000000006,255.0
237,0.0,0.0,255.00000000000006,255.00000000000006,255.0
238,0.0,0.0,255.00000000000006,255.00000000000006,255.0
239,0.0,0.0,255.00000000000006,255.00000000000006,255.0
240,0.0,0.0,255.00000000000006,255.00000000000006,255.0
241,0.0,0.0,255.00000000000006,255.00000000000006,255.0
242,0.0,0.0,255.00000000000006,255.00000000000006,255.0
243,0.0,0.0,255.00000000000006,255.00000000000006,255.0
244,0.0,0.0,255.00000000000006,255.00000000000006,255.0
245,0.0,0.0,255.00000000000006,255.00000000000006,255.0
246,0.0,0.0,255.00000000000006,255.00000000000006,255.0
247,0.0,0.0,255.00000000000006,255.00000000000006,255.0
248,0.0,0.0,255.00000000000006,255.00000000000006,255.0
249,0.0,0.0,255.00000000000006,255.00000000000006,255.0
250,0.0,0.0,255.00000000000006,255.00000000000006,255.0
251,0.0,0.0,255.00000000000006,255.00000000000006,255.0
252,0.0,0.0,255.00000000000006,255.00000000000006,255.0
253,0.0,0.0,255.00000000000006,255.00000000000006,255.0
254,0.0,0.0,255.00000000000006,255.00000000000006,255.0
255,0.0,0.0,255.00000000000006,255.00000000000006,255.0
